2018,IL,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),384
2018,IL,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"4,617,896"
2018,IL,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),4
2018,IL,"Electric Generators, Independent Power Producers",Coal (Short Tons),"33,238,935"
2018,IL,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"120,416,918"
2018,IL,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"90,355"
2018,IL,"Electric Generators, Electric Utilities",Coal (Short Tons),"2,254,183"
2018,IL,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"10,477,526"
2018,IL,"Electric Generators, Electric Utilities",Petroleum (Barrels),"15,753"
2018,IN,Total Electric Power Industry,Coal (Short Tons),"39,079,702"
2018,IN,Total Electric Power Industry,Natural Gas (Mcf),"200,861,657"
2018,IN,Total Electric Power Industry,Other Gases (Billion Btu),"12,154"
2018,IN,Total Electric Power Industry,Petroleum (Barrels),"233,210"
2018,IN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2018,IN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"12,653,468"
2018,IN,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),"12,154"
2018,IN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"17,908"
2018,IN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"8,700"
2018,IN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"870,471"
2018,IN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),682
2018,IN,"Combined Heat and Power, Electric Power",Coal (Short Tons),"2,160,741"
2018,IN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"19,968,712"
2018,IN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2018,IN,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2018,IN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"76,398,192"
2018,IN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),896
2018,IN,"Electric Generators, Electric Utilities",Coal (Short Tons),"36,910,261"
2018,IN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"90,970,814"
2018,IN,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),0
2018,IN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"213,724"
2018,KS,Total Electric Power Industry,Coal (Short Tons),"13,175,858"
2018,KS,Total Electric Power Industry,Natural Gas (Mcf),"28,767,052"
2018,KS,Total Electric Power Industry,Petroleum (Barrels),"118,294"
2018,KS,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"486,256"
2018,KS,"Electric Generators, Electric Utilities",Coal (Short Tons),"13,175,858"
2018,KS,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"28,280,796"
2018,KS,"Electric Generators, Electric Utilities",Petroleum (Barrels),"118,294"
2018,KY,Total Electric Power Industry,Coal (Short Tons),"28,367,933"
2018,KY,Total Electric Power Industry,Natural Gas (Mcf),"113,486,571"
2018,KY,Total Electric Power Industry,Petroleum (Barrels),"179,034"
2018,KY,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"830,906"
2018,KY,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"7,615,738"
2018,KY,"Electric Generators, Electric Utilities",Coal (Short Tons),"28,367,933"
2018,KY,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"105,039,927"
2018,KY,"Electric Generators, Electric Utilities",Petroleum (Barrels),"179,034"
2018,LA,Total Electric Power Industry,Coal (Short Tons),"8,109,828"
2018,LA,Total Electric Power Industry,Natural Gas (Mcf),"442,730,798"
2018,LA,Total Electric Power Industry,Other Gases (Billion Btu),"16,377"
2018,LA,Total Electric Power Industry,Petroleum (Barrels),"8,273,365"
2018,LA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2018,LA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"146,854,562"
2018,LA,"Combined Heat and Power, Industrial Power",Other Gases (Billion Btu),"16,377"
2018,LA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"113,092"
2018,LA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"743,858"
2018,LA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"19,517,108"
2018,LA,"Electric Generators, Independent Power Producers",Coal (Short Tons),"2,771,246"
2018,LA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"9,418,262"
2018,LA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2018,LA,"Electric Generators, Electric Utilities",Coal (Short Tons),"5,338,582"
2018,LA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"266,197,008"
2018,LA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"8,160,273"
2018,MA,Total Electric Power Industry,Coal (Short Tons),0
2018,MA,Total Electric Power Industry,Natural Gas (Mcf),"133,262,654"
2018,MA,Total Electric Power Industry,Petroleum (Barrels),"767,423"
2018,MA,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2018,MA,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"1,334,384"
2018,MA,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"1,597"
2018,MA,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"3,118,175"
2018,MA,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"10,216"
2018,MA,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"11,552,338"
2018,MA,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"25,801"
2018,MA,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"115,533,490"
2018,MA,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"605,600"
2018,MA,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"1,724,267"
2018,MA,"Electric Generators, Electric Utilities",Petroleum (Barrels),"124,209"
2018,MD,Total Electric Power Industry,Coal (Short Tons),"4,382,420"
2018,MD,Total Electric Power Industry,Natural Gas (Mcf),"105,436,753"
2018,MD,Total Electric Power Industry,Petroleum (Barrels),"548,545"
2018,MD,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"15,320"
2018,MD,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"445,677"
2018,MD,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"2,942"
2018,MD,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2018,MD,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"8,566,539"
2018,MD,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"1,539"
2018,MD,"Combined Heat and Power, Electric Power",Coal (Short Tons),"460,034"
2018,MD,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"9,033,223"
2018,MD,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"46,747"
2018,MD,"Electric Generators, Independent Power Producers",Coal (Short Tons),"3,907,066"
2018,MD,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"61,349,451"
2018,MD,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"486,314"
2018,MD,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"26,041,863"
2018,MD,"Electric Generators, Electric Utilities",Petroleum (Barrels),"11,003"
2018,ME,Total Electric Power Industry,Coal (Short Tons),"16,279"
2018,ME,Total Electric Power Industry,Natural Gas (Mcf),"15,858,509"
2018,ME,Total Electric Power Industry,Petroleum (Barrels),"317,374"
2018,ME,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"4,284"
2018,ME,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"1,992,939"
2018,ME,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"13,408"
2018,ME,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"147,672"
2018,ME,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"5,999"
2018,ME,"Combined Heat and Power, Electric Power",Coal (Short Tons),"11,995"
2018,ME,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"25,624"
2018,ME,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"10,412"
2018,ME,"Electric Generators, Independent Power Producers",Coal (Short Tons),0
2018,ME,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"13,692,274"
2018,ME,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"287,521"
2018,ME,"Electric Generators, Electric Utilities",Petroleum (Barrels),34
2018,MI,Total Electric Power Industry,Coal (Short Tons),"24,235,472"
2018,MI,Total Electric Power Industry,Natural Gas (Mcf),"234,395,313"
2018,MI,Total Electric Power Industry,Other Gases (Billion Btu),"9,142"
2018,MI,Total Electric Power Industry,Petroleum (Barrels),"3,074,361"
2018,MI,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"32,732"
2018,MI,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"3,357,880"
2018,MI,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),"256,379"
2018,MI,"Combined Heat and Power, Commercial Power",Coal (Short Tons),0
2018,MI,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"3,194,574"
2018,MI,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"5,682"
2018,MI,"Combined Heat and Power, Electric Power",Coal (Short Tons),"211,971"
2018,MI,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"90,023,483"
2018,MI,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),"7,348"
2018,MI,"Combined Heat and Power, Electric Power",Petroleum (Barrels),0
2018,MI,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"46,216,866"
2018,MI,"Electric Generators, Independent Power Producers",Petroleum (Barrels),0
2018,MI,"Electric Generators, Electric Utilities",Coal (Short Tons),"23,990,769"
2018,MI,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"91,602,510"
2018,MI,"Electric Generators, Electric Utilities",Other Gases (Billion Btu),"1,794"
2018,MI,"Electric Generators, Electric Utilities",Petroleum (Barrels),"2,812,300"
2018,MN,Total Electric Power Industry,Coal (Short Tons),"13,674,786"
2018,MN,Total Electric Power Industry,Natural Gas (Mcf),"61,174,124"
2018,MN,Total Electric Power Industry,Petroleum (Barrels),"98,366"
2018,MN,"Combined Heat and Power, Industrial Power",Coal (Short Tons),"252,981"
2018,MN,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"577,679"
2018,MN,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),817
2018,MN,"Combined Heat and Power, Commercial Power",Coal (Short Tons),312
2018,MN,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"491,999"
2018,MN,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),"1,917"
2018,MN,"Combined Heat and Power, Electric Power",Natural Gas (Mcf),"2,868,784"
2018,MN,"Combined Heat and Power, Electric Power",Petroleum (Barrels),"1,298"
2018,MN,"Electric Generators, Independent Power Producers",Natural Gas (Mcf),"4,594,155"
2018,MN,"Electric Generators, Independent Power Producers",Petroleum (Barrels),"38,022"
2018,MN,"Electric Generators, Electric Utilities",Coal (Short Tons),"13,421,493"
2018,MN,"Electric Generators, Electric Utilities",Natural Gas (Mcf),"52,641,507"
2018,MN,"Electric Generators, Electric Utilities",Petroleum (Barrels),"56,312"
2018,MO,Total Electric Power Industry,Coal (Short Tons),"36,978,179"
2018,MO,Total Electric Power Industry,Natural Gas (Mcf),"56,960,703"
2018,MO,Total Electric Power Industry,Petroleum (Barrels),"223,353"
2018,MO,"Combined Heat and Power, Industrial Power",Coal (Short Tons),0
2018,MO,"Combined Heat and Power, Industrial Power",Natural Gas (Mcf),"146,382"
2018,MO,"Combined Heat and Power, Industrial Power",Petroleum (Barrels),0
2018,MO,"Combined Heat and Power, Commercial Power",Coal (Short Tons),"2,470"
2018,MO,"Combined Heat and Power, Commercial Power",Natural Gas (Mcf),"585,875"
2018,MO,"Combined Heat and Power, Commercial Power",Petroleum (Barrels),50
